
=== 涨幅榜前20名股票 ===

股票代码                    公司名称                    市值(亿)                板块                    昨天收盘           今天收盘      涨跌幅(%)
   NBIS                        Nebius Group NV    89.78                  Media   2025-02-07 38.13   2025-02-10 40.97     7.45 
   ASAN                              Asana Inc    49.91             Technology   2025-02-07 21.82   2025-02-10 23.44     7.42 
  BAIDF                              Baidu Inc   310.62                  Media   2025-02-07 10.26    2025-02-10 11.0     7.21 
    ZIM   ZIM Integrated Shipping Services Ltd    21.77                 Marine   2025-02-07 18.09   2025-02-10 19.37     7.08 

=== 市值超过50亿的涨幅榜前20名股票 ===

股票代码          公司名称          市值(亿)          板块              昨天收盘           今天收盘      涨跌幅(%)
   MNDY              Monday.Com Ltd   128.76            Technology  2025-02-07 258.24  2025-02-10 326.58    26.46 
   AXSM     Axsome Therapeutics Inc    51.25       Pharmaceuticals  2025-02-07 105.76  2025-02-10 127.08    20.16 
   SMCI    Super Micro Computer Inc   212.44            Technology   2025-02-07 36.28   2025-02-10 42.65    17.56 
   ASTS         AST SpaceMobile Inc    76.81     Telecommunication   2025-02-07 26.51   2025-02-10 31.14    17.47 
    ROK     Rockwell Automation Inc   303.38  Electrical Equipment   2025-02-07 268.4  2025-02-10 302.34    12.65 
     LB           LandBridge Co LLC    51.67           Real Estate   2025-02-07 65.42   2025-02-10 73.45    12.27 
   MBLY         Mobileye Global Inc   130.34       Auto Components   2025-02-07 16.07   2025-02-10 17.97    11.82 
   RKLB          Rocket Lab USA Inc   137.03   Aerospace & Defense   2025-02-07 27.41    2025-02-10 30.6    11.64 
    GME               GameStop Corp   110.49                Retail   2025-02-07 24.73   2025-02-10 27.12     9.66 
    AUR       Aurora Innovation Inc   123.73            Technology     2025-02-07 7.2     2025-02-10 7.8     8.33 
  BABAF   Alibaba Group Holding Ltd  2440.20                Retail    2025-02-07 12.5    2025-02-10 13.5     8.00 
   NBIS             Nebius Group NV    89.78                 Media   2025-02-07 38.13   2025-02-10 40.97     7.45 
  BAIDF                   Baidu Inc   310.62                 Media   2025-02-07 10.26    2025-02-10 11.0     7.21 
     AU       Anglogold Ashanti PLC   158.61       Metals & Mining   2025-02-07 31.43    2025-02-10 33.6     6.90 
    SYM                Symbotic Inc   154.90             Machinery   2025-02-07 26.37   2025-02-10 28.19     6.90 
    CRK      Comstock Resources Inc    50.62                Energy   2025-02-07 17.32   2025-02-10 18.49     6.76 
   LYFT                    Lyft Inc    58.78           Road & Rail   2025-02-07 14.17   2025-02-10 15.12     6.70 
    RRC        Range Resources Corp    89.89                Energy   2025-02-07 37.25   2025-02-10 39.71     6.60 
    SMR          Nuscale Power Corp    70.75  Electrical Equipment   2025-02-07 25.84   2025-02-10 27.46     6.27 
    APA               APA Corp (US)    80.17                Energy   2025-02-07 21.67   2025-02-10 22.99     6.09 

=== 市值超过100亿的涨幅榜前20名股票 ===

股票代码           公司名称          市值(亿)              板块                   昨天收盘           今天收盘      涨跌幅(%)
   MNDY               Monday.Com Ltd   128.76                     Technology  2025-02-07 258.24  2025-02-10 326.58    26.46 
   SMCI     Super Micro Computer Inc   212.44                     Technology   2025-02-07 36.28   2025-02-10 42.65    17.56 
    ROK      Rockwell Automation Inc   303.38           Electrical Equipment   2025-02-07 268.4  2025-02-10 302.34    12.65 
   MBLY          Mobileye Global Inc   130.34                Auto Components   2025-02-07 16.07   2025-02-10 17.97    11.82 
   RKLB           Rocket Lab USA Inc   137.03            Aerospace & Defense   2025-02-07 27.41    2025-02-10 30.6    11.64 
    GME                GameStop Corp   110.49                         Retail   2025-02-07 24.73   2025-02-10 27.12     9.66 
    AUR        Aurora Innovation Inc   123.73                     Technology     2025-02-07 7.2     2025-02-10 7.8     8.33 
  BABAF    Alibaba Group Holding Ltd  2440.20                         Retail    2025-02-07 12.5    2025-02-10 13.5     8.00 
  BAIDF                    Baidu Inc   310.62                          Media   2025-02-07 10.26    2025-02-10 11.0     7.21 
     AU        Anglogold Ashanti PLC   158.61                Metals & Mining   2025-02-07 31.43    2025-02-10 33.6     6.90 
    SYM                 Symbotic Inc   154.90                      Machinery   2025-02-07 26.37   2025-02-10 28.19     6.90 
     AR        Antero Resources Corp   117.78                         Energy   2025-02-07 37.85   2025-02-10 40.02     5.73 
     EL   Estee Lauder Companies Inc   233.92              Consumer products   2025-02-07 65.03   2025-02-10 68.71     5.66 
    NUE                   Nucor Corp   305.87                Metals & Mining  2025-02-07 130.26  2025-02-10 137.53     5.58 
   DELL        Dell Technologies Inc   746.39                     Technology  2025-02-07 106.37  2025-02-10 112.31     5.58 
   UBER        Uber Technologies Inc  1570.86                    Road & Rail    2025-02-07 74.6   2025-02-10 78.63     5.40 
   PLTR    Palantir Technologies Inc  2525.19                     Technology  2025-02-07 110.85  2025-02-10 116.65     5.23 
   DOCS                 Doximity Inc   148.67                    Health Care   2025-02-07 79.23   2025-02-10 83.14     4.93 
   STLD           Steel Dynamics Inc   192.91                Metals & Mining  2025-02-07 126.71  2025-02-10 132.87     4.86 
    MCD              McDonald's Corp  2109.01  Hotels, Restaurants & Leisure   2025-02-07 294.3  2025-02-10 308.42     4.80 

=== 市值超过200亿的涨幅榜前20名股票 ===

股票代码           公司名称          市值(亿)               板块                   昨天收盘           今天收盘      涨跌幅(%)
   SMCI     Super Micro Computer Inc    212.44                     Technology   2025-02-07 36.28   2025-02-10 42.65    17.56 
    ROK      Rockwell Automation Inc    303.38           Electrical Equipment   2025-02-07 268.4  2025-02-10 302.34    12.65 
  BABAF    Alibaba Group Holding Ltd   2440.20                         Retail    2025-02-07 12.5    2025-02-10 13.5     8.00 
  BAIDF                    Baidu Inc    310.62                          Media   2025-02-07 10.26    2025-02-10 11.0     7.21 
     EL   Estee Lauder Companies Inc    233.92              Consumer products   2025-02-07 65.03   2025-02-10 68.71     5.66 
    NUE                   Nucor Corp    305.87                Metals & Mining  2025-02-07 130.26  2025-02-10 137.53     5.58 
   DELL        Dell Technologies Inc    746.39                     Technology  2025-02-07 106.37  2025-02-10 112.31     5.58 
   UBER        Uber Technologies Inc   1570.86                    Road & Rail    2025-02-07 74.6   2025-02-10 78.63     5.40 
   PLTR    Palantir Technologies Inc   2525.19                     Technology  2025-02-07 110.85  2025-02-10 116.65     5.23 
    MCD              McDonald's Corp   2109.01  Hotels, Restaurants & Leisure   2025-02-07 294.3  2025-02-10 308.42     4.80 
    EQT                     EQT Corp    304.97                         Energy   2025-02-07 51.11    2025-02-10 53.5     4.68 
   AVGO                 Broadcom Inc  10540.46                 Semiconductors  2025-02-07 224.87  2025-02-10 235.04     4.52 
    TTD               Trade Desk Inc    578.91                          Media  2025-02-07 117.29  2025-02-10 122.54     4.48 
   HUBS                  HubSpot Inc    398.11                     Technology  2025-02-07 771.17  2025-02-10 805.57     4.46 
   ADBE                    Adobe Inc   1885.19                     Technology  2025-02-07 433.07   2025-02-10 451.1     4.16 
    TKO       TKO Group Holdings Inc    284.19                          Media  2025-02-07 166.37  2025-02-10 173.11     4.05 
   CTRA           Coterra Energy Inc    201.64                         Energy   2025-02-07 27.38   2025-02-10 28.47     3.98 
     MU        Micron Technology Inc   1028.38                 Semiconductors    2025-02-07 92.3   2025-02-10 95.93     3.93 
    CEG    Constellation Energy Corp    969.14                      Utilities  2025-02-07 309.79  2025-02-10 321.83     3.89 
   TMUS              T-Mobile US Inc   2811.43              Telecommunication  2025-02-07 246.24  2025-02-10 255.83     3.89 

=== 市值超过1000亿的涨幅榜前20名股票 ===

股票代码           公司名称          市值(亿)                 板块                     昨天收盘            今天收盘      涨跌幅(%)
  BABAF    Alibaba Group Holding Ltd   2440.20                            Retail     2025-02-07 12.5     2025-02-10 13.5    8.00  
   UBER        Uber Technologies Inc   1570.86                       Road & Rail     2025-02-07 74.6    2025-02-10 78.63    5.40  
   PLTR    Palantir Technologies Inc   2525.19                        Technology   2025-02-07 110.85   2025-02-10 116.65    5.23  
    MCD              McDonald's Corp   2109.01     Hotels, Restaurants & Leisure    2025-02-07 294.3   2025-02-10 308.42    4.80  
   AVGO                 Broadcom Inc  10540.46                    Semiconductors   2025-02-07 224.87   2025-02-10 235.04    4.52  
   ADBE                    Adobe Inc   1885.19                        Technology   2025-02-07 433.07    2025-02-10 451.1    4.16  
     MU        Micron Technology Inc   1028.38                    Semiconductors     2025-02-07 92.3    2025-02-10 95.93    3.93  
   TMUS              T-Mobile US Inc   2811.43                 Telecommunication   2025-02-07 246.24   2025-02-10 255.83    3.89  
  SBGSF        Schneider Electric SE   1343.87              Electrical Equipment   2025-02-07 244.12    2025-02-10 253.0    3.64  
  ESLOF          EssilorLuxottica SA   1231.57                       Health Care   2025-02-07 278.33    2025-02-10 287.5    3.29  
    NKE                     Nike Inc   1015.87  Textiles, Apparel & Luxury Goods    2025-02-07 68.68    2025-02-10 70.94    3.29  
   NVDA                  NVIDIA Corp  31797.81                    Semiconductors   2025-02-07 129.84   2025-02-10 133.57    2.87  
    AMD   Advanced Micro Devices Inc   1742.99                    Semiconductors   2025-02-07 107.56   2025-02-10 110.48    2.71  
  ASMLF              ASML Holding NV   2725.30                    Semiconductors   2025-02-07 720.35    2025-02-10 739.7    2.69  
   ORCL                  Oracle Corp   4879.57                        Technology   2025-02-07 174.46   2025-02-10 178.92    2.56  
   SPOT        Spotify Technology SA   1250.86                             Media   2025-02-07 622.99   2025-02-10 637.69    2.36  
    APP                Applovin Corp   1260.89                        Technology   2025-02-07 375.72    2025-02-10 384.4    2.31  
   MELI             MercadoLibre Inc   1012.25                            Retail  2025-02-07 1996.65  2025-02-10 2042.22    2.28  
   ISRG       Intuitive Surgical Inc   2079.24                       Health Care   2025-02-07 582.98    2025-02-10 595.7    2.18  
    ETN        Eaton Corporation PLC   1237.17              Electrical Equipment   2025-02-07 313.05   2025-02-10 319.88    2.18  
